

*******************************************************************************
Ephemeris / WWW_USER Sun Jan 11 21:45:37 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: OCO-2 (spacecraft) (-140059)    {source: OCO-2}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2024-Feb-02 00:00:00.0000 TDB
Stop  time      : A.D. 2024-Feb-09 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.260109.p260407
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-JAN-09. PREDICTS-> 2026-APR-06
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2460346.297916667, A.D. 2024-Feb-05 19:09:00.0000,  5.817566730775060E+03, -2.977077473861683E+03, -2.743888398951105E+03,  3.372221577246013E+00,  4.445571966895119E-01,  6.680033369027597E+00,
2460346.298611111, A.D. 2024-Feb-05 19:10:00.0000,  6.008048978581847E+03, -2.944419210534472E+03, -2.337812129768975E+03,  2.975022128218143E+00,  6.436955050160611E-01,  6.851285643499600E+00,
2460346.299305555, A.D. 2024-Feb-05 19:11:00.0000,  6.174325816534232E+03, -2.899884457934057E+03, -1.922285194245477E+03,  2.565644355138815E+00,  8.403070948279332E-01,  6.994946325778008E+00,
2460346.300000000, A.D. 2024-Feb-05 19:12:00.0000,  6.315715701500735E+03, -2.843648857286492E+03, -1.498981929823098E+03,  2.145734930893250E+00,  1.033592419074747E+00,  7.110405761801831E+00,
2460346.300694444, A.D. 2024-Feb-05 19:13:00.0000,  6.431637343042976E+03, -2.775935686882979E+03, -1.069609837439163E+03,  1.716987910660505E+00,  1.222763641933782E+00,  7.197168626506138E+00,
2460346.301388889, A.D. 2024-Feb-05 19:14:00.0000,  6.521612337801657E+03, -2.697015055490352E+03, -6.359026346883679E+02,  1.281137732509163E+00,  1.407048105535996E+00,  7.254856770973464E+00,
2460346.302083333, A.D. 2024-Feb-05 19:15:00.0000,  6.585267374717905E+03, -2.607202888417882E+03, -1.996131542013821E+02,  8.399519105052075E-01,  1.585691773336263E+00,  7.283211528181496E+00,
2460346.302777778, A.D. 2024-Feb-05 19:16:00.0000,  6.622335993888650E+03, -2.506859708386647E+03,  2.374938792892782E+02,  3.952234631826513E-01,  1.757962624586323E+00,  7.282095443488030E+00,
2460346.303472222, A.D. 2024-Feb-05 19:17:00.0000,  6.632659884578415E+03, -2.396389214895464E+03,  6.736491578587471E+02, -5.123687437558652E-02,  1.923153973821770E+00,  7.251493401871108E+00,
2460346.304166667, A.D. 2024-Feb-05 19:18:00.0000,  6.616189710934465E+03, -2.276236667343356E+03,  1.107086148447267E+03, -4.976086020538534E-01,  2.080587689274363E+00,  7.191513130642667E+00,
2460346.304861111, A.D. 2024-Feb-05 19:19:00.0000,  6.572985457222373E+03, -2.146887078719488E+03,  1.536048462167406E+03, -9.420695134766980E-01,  2.229617284676732E+00,  7.102385063696539E+00,
2460346.305555556, A.D. 2024-Feb-05 19:20:00.0000,  6.503216287852340E+03, -2.008863228173549E+03,  1.958797196345246E+03, -1.382803803264758E+00,  2.369630860030576E+00,  6.984461561133281E+00,
2460346.306250000, A.D. 2024-Feb-05 19:21:00.0000,  6.407159921032950E+03, -1.862723502201930E+03,  2.373618210636798E+03, -1.818010162759925E+00,  2.500053868533626E+00,  6.838215486103977E+00,
2460346.306944444, A.D. 2024-Feb-05 19:22:00.0000,  6.285201518497223E+03, -1.709059575495670E+03,  2.778829298897295E+03, -2.245909804197667E+00,  2.620351688960800E+00,  6.664238148706627E+00,
2460346.307638889, A.D. 2024-Feb-05 19:23:00.0000,  6.137832097319410E+03, -1.548493943669824E+03,  3.172787219294254E+03, -2.664754354529510E+00,  2.730031985310958E+00,  6.463236634521313E+00,
2460346.308333333, A.D. 2024-Feb-05 19:24:00.0000,  5.965646473309334E+03, -1.381677321106163E+03,  3.553894546419891E+03, -3.072833562510177E+00,  2.828646838386868E+00,  6.236030542666617E+00,
2460346.309027778, A.D. 2024-Feb-05 19:25:00.0000,  5.769340748762346E+03, -1.209285917974450E+03,  3.920606310847299E+03, -3.468482766184409E+00,  2.915794637088196E+00,  5.983548164892259E+00,
2460346.309722222, A.D. 2024-Feb-05 19:26:00.0000,  5.549709360395374E+03, -1.032018611138621E+03,  4.271436393637494E+03, -3.850090072413717E+00,  2.991121720469859E+00,  5.706822143013182E+00,
2460346.310416667, A.D. 2024-Feb-05 19:27:00.0000,  5.307641706056434E+03, -8.505940240963873E+02,  4.604963645690340E+03, -4.216103205424958E+00,  3.054323764953504E+00,  5.406984646785143E+00,
2460346.311111111, A.D. 2024-Feb-05 19:28:00.0000,  5.044118371211015E+03, -6.657475313424436E+02,  4.919837704475646E+03, -4.565035987358872E+00,  3.105146914377442E+00,  5.085262118006473E+00,
2460346.311805556, A.D. 2024-Feb-05 19:29:00.0000,  4.760206978250349E+03, -4.782282025920310E+02,  5.214784483512525E+03, -4.895474420248052E+00,  3.143388653731773E+00,  4.742969629128562E+00,
2460346.312500000, A.D. 2024-Feb-05 19:30:00.0000,  4.457057683310738E+03, -2.887957021636689E+02,  5.488611312914047E+03, -5.206082345547628E+00,  3.168898430360763E+00,  4.381504905934554E+00,
2460346.313194444, A.D. 2024-Feb-05 19:31:00.0000,  4.135898346532770E+03, -9.821715851320323E+01,  5.740211712304364E+03, -5.495606664058060E+00,  3.181578029038993E+00,  4.002342063911902E+00,
2460346.313888889, A.D. 2024-Feb-05 19:32:00.0000,  3.798029402527834E+03,  9.273598154300225E+01,  5.968569780377125E+03, -5.762882105603023E+00,  3.181381709573560E+00,  3.607025106852082E+00,
2460346.314583333, A.D. 2024-Feb-05 19:33:00.0000,  3.444818458274756E+03,  2.832910999554190E+02,  6.172764188227845E+03, -6.006835543950549E+00,  3.168316117395357E+00,  3.197161234053285E+00,
2460346.315277778, A.D. 2024-Feb-05 19:34:00.0000,  3.077694645771151E+03,  4.726775426324782E+02,  6.351971766298931E+03, -6.226489858005600E+00,  3.142439978940420E+00,  2.774413999410529E+00,
2460346.315972222, A.D. 2024-Feb-05 19:35:00.0000,  2.698142756552184E+03,  6.601297301484510E+02,  6.505470677271940E+03, -6.420967345095883E+00,  3.103863594467774E+00,  2.340496361814422E+00,
2460346.316666667, A.D. 2024-Feb-05 19:36:00.0000,  2.307697184712843E+03,  8.448902321976561E+02,  6.632643169485805E+03, -6.589492696089847E+00,  3.052748141312239E+00,  1.897163661833813E+00,
2460346.317361111, A.D. 2024-Feb-05 19:37:00.0000,  1.907935704384679E+03,  1.026212794808016E+03,  6.732977907422818E+03, -6.731395545032439E+00,  2.989304800447236E+00,  1.446206554835402E+00,
2460346.318055556, A.D. 2024-Feb-05 19:38:00.0000,  1.500473106784660E+03,  1.203365310089802E+03,  6.806071877469625E+03, -6.846112607906166E+00,  2.913793718669719E+00,  9.894439257120865E-01,
2460346.318750000, A.D. 2024-Feb-05 19:39:00.0000,  1.086954721035448E+03,  1.375632719012187E+03,  6.851631868524896E+03, -6.933189426009787E+00,  2.826522817769836E+00,  5.287158054713622E-01,
2460346.319444444, A.D. 2024-Feb-05 19:40:00.0000,  6.690498420143711E+02,  1.542319838349464E+03,  6.869475528098792E+03, -6.992281729322476E+00,  2.727846460778851E+00,  6.587630528655186E-02,
2460346.320138889, A.D. 2024-Feb-05 19:41:00.0000,  2.484450875833375E+02,  1.702754103503276E+03,  6.859531995354230E+03, -7.023156434157895E+00,  2.618163983878941E+00, -3.972134205634537E-01,
2460346.320833333, A.D. 2024-Feb-05 19:42:00.0000, -1.731622932624413E+02,  1.856288219374768E+03,  6.821842113109998E+03, -7.025692287516442E+00,  2.497918100895499E+00, -8.586921749712629E-01,
2460346.321527778, A.D. 2024-Feb-05 19:43:00.0000, -5.940711404735300E+02,  2.002302711827331E+03,  6.756558221204204E+03, -6.999880167954337E+00,  2.367593185567167E+00, -1.316705676347200E+00,
2460346.322222222, A.D. 2024-Feb-05 19:44:00.0000, -1.012583110884769E+03,  2.140208372533954E+03,  6.663943533857946E+03, -6.945823049673949E+00,  2.227713435103657E+00, -1.769413471703333E+00,
2460346.322916667, A.D. 2024-Feb-05 19:45:00.0000, -1.427009393968801E+03,  2.269448590172315E+03,  6.544371103836927E+03, -6.863735633090289E+00,  2.078840916971979E+00, -2.214995802029505E+00,
2460346.323611111, A.D. 2024-Feb-05 19:46:00.0000, -1.835677395475534E+03,  2.389501561009064E+03,  6.398322376329911E+03, -6.753943641528964E+00,  1.921573499485791E+00, -2.651660417402010E+00,
2460346.324305556, A.D. 2024-Feb-05 19:47:00.0000, -2.236937368781559E+03,  2.499882371876260E+03,  6.226385335673082E+03, -6.616882780219851E+00,  1.756542665750213E+00, -3.077649338005966E+00,
2460346.325000000, A.D. 2024-Feb-05 19:48:00.0000, -2.629168973619725E+03,  2.600144948543579E+03,  6.029252248271609E+03, -6.453097350475961E+00,  1.584411209737429E+00, -3.491245555379995E+00,
2460346.325694445, A.D. 2024-Feb-05 19:49:00.0000, -3.010787741184438E+03,  2.689883862352262E+03,  5.807717005533641E+03, -6.263238509199896E+00,  1.405870813010813E+00, -3.890779665117792E+00,
2460346.326388889, A.D. 2024-Feb-05 19:50:00.0000, -3.380251424020559E+03,  2.768735987908817E+03,  5.562672071232580E+03, -6.048062161714975E+00,  1.221639500710294E+00, -4.274636418737249E+00,
2460346.327083333, A.D. 2024-Feb-05 19:51:00.0000, -3.736066208305444E+03,  2.836382004556050E+03,  5.295105038577698E+03, -5.808426474581042E+00,  1.032458975990410E+00, -4.641261178250289E+00,
2460346.327777778, A.D. 2024-Feb-05 19:52:00.0000, -4.076792765307827E+03,  2.892547734315594E+03,  5.006094803393902E+03, -5.545288994620849E+00,  8.390918331170147E-01, -4.989166252467169E+00,
2460346.328472222, A.D. 2024-Feb-05 19:53:00.0000, -4.401052117981671E+03,  2.937005309045867E+03,  4.696807361211214E+03, -5.259703360937193E+00,  6.423186508634684E-01, -5.316937089422273E+00,
2460346.329166667, A.D. 2024-Feb-05 19:54:00.0000, -4.707531297891640E+03,  2.969574159708203E+03,  4.368491237745536E+03, -4.952815598284641E+00,  4.429349696629306E-01, -5.623238294734310E+00,
2460346.329861111, A.D. 2024-Feb-05 19:55:00.0000, -4.994988767033841E+03,  2.990121820902699E+03,  4.022472564201425E+03, -4.625859982770518E+00,  2.417481581090879E-01, -5.906819441431756E+00,
2460346.330555555, A.D. 2024-Feb-05 19:56:00.0000, -5.262259578670141E+03,  2.998564544241598E+03,  3.660149811022541E+03, -4.280154474456474E+00,  3.957417678447372E-02, -6.166520632993130E+00,
2460346.331250000, A.D. 2024-Feb-05 19:57:00.0000, -5.508260251095187E+03,  2.994867714684210E+03,  3.282988196117969E+03, -3.917095715930836E+00, -1.627657500520532E-01, -6.401277778267751E+00,
2460346.331944444, A.D. 2024-Feb-05 19:58:00.0000, -5.731993328353265E+03,  2.979046064670530E+03,  2.892513786155678E+03, -3.538153601202531E+00, -3.644485417602907E-01, -6.610127534726555E+00,
2460346.332638889, A.D. 2024-Feb-05 19:59:00.0000, -5.932551602359008E+03,  2.951163681762746E+03,  2.490307312180600E+03, -3.144865425176611E+00, -5.646527318325023E-01, -6.792211875286528E+00,
2460346.333333333, A.D. 2024-Feb-05 20:00:00.0000, -6.109121971685329E+03,  2.911333806529403E+03,  2.077997723519300E+03, -2.738829630328450E+00, -7.625619833780417E-01, -6.946782233861722E+00,
2460346.334027778, A.D. 2024-Feb-05 20:01:00.0000, -6.260988913483212E+03,  2.859718418576685E+03,  1.657255506606023E+03, -2.321699173796818E+00, -9.573686290610226E-01, -7.073203185885074E+00,
2460346.334722222, A.D. 2024-Feb-05 20:02:00.0000, -6.387537546600260E+03,  2.796527609928392E+03,  1.229785797934466E+03, -1.895174544752054E+00, -1.148277213008391E+00, -7.170955622340870E+00,
2460346.335416667, A.D. 2024-Feb-05 20:03:00.0000, -6.488256265962082E+03,  2.722018746359847E+03,  7.973213227317113E+02, -1.460996468342905E+00, -1.334508010625237E+00, -7.239639379328109E+00,
2460346.336111111, A.D. 2024-Feb-05 20:04:00.0000, -6.562738930654662E+03,  2.636495418776219E+03,  3.616151930982622E+02, -1.020938338570939E+00, -1.515300501124048E+00, -7.278975289775780E+00,
2460346.336805556, A.D. 2024-Feb-05 20:05:00.0000, -6.610686590865507E+03,  2.540306188262400E+03, -7.556639880597902E+01, -5.767984278765357E-01, -1.689916766948636E+00, -7.288806629548080E+00,
2460346.337500000, A.D. 2024-Feb-05 20:06:00.0000, -6.631908741863629E+03,  2.433843129989499E+03, -5.124515554804123E+02, -1.303919258617515E-01, -1.857644794184483E+00, -7.269099936669228E+00,
2460346.338194444, A.D. 2024-Feb-05 20:07:00.0000, -6.626324096469505E+03,  2.317540182707759E+03, -9.472700786027589E+02,  3.164571367394473E-01, -2.017801648513418E+00, -7.219945189589671E+00,
2460346.338888889, A.D. 2024-Feb-05 20:08:00.0000, -6.593960870924838E+03,  2.191871312054756E+03, -1.378260864639218E+03,  7.619240201325103E-01, -2.169736502288377E+00, -7.141555338109066E+00,
2460346.339583333, A.D. 2024-Feb-05 20:09:00.0000, -6.534956582648364E+03,  2.057348497328197E+03, -1.803679252704089E+03,  1.204191403440252E+00, -2.312833489852507E+00, -7.034265188548952E+00,
2460346.340277778, A.D. 2024-Feb-05 20:10:00.0000, -6.449557361986455E+03,  1.914519552683644E+03, -2.221804286177794E+03,  1.641457448259979E+00, -2.446514370266644E+00, -6.898529652800118E+00,
2460346.340972222, A.D. 2024-Feb-05 20:11:00.0000, -6.338116783660600E+03,  1.763965794891575E+03, -2.630945850419796E+03,  2.071943738521349E+00, -2.570240979083966E+00, -6.734921378727380E+00,
2460346.341666667, A.D. 2024-Feb-05 20:12:00.0000, -6.201094227104068E+03,  1.606299570801474E+03, -3.029451650201064E+03,  2.493903039629234E+00, -2.683517453650134E+00, -6.544127786871518E+00,
2460346.342361111, A.D. 2024-Feb-05 20:13:00.0000, -6.039052778197065E+03,  1.442161658493646E+03, -3.415713992196569E+03,  2.905626823280540E+00, -2.785892219528529E+00, -6.326947545235091E+00,
2460346.343055556, A.D. 2024-Feb-05 20:14:00.0000, -5.852656687987717E+03,  1.272218556739148E+03, -3.788176339979889E+03,  3.305452508784337E+00, -2.876959728962181E+00, -6.084286519985676E+00,
2460346.343750000, A.D. 2024-Feb-05 20:15:00.0000, -5.642668406768389E+03,  1.097159677825191E+03, -4.145339611394982E+03,  3.691770377048841E+00, -2.956361945689246E+00, -5.817153244995271E+00,
2460346.344444444, A.D. 2024-Feb-05 20:16:00.0000, -5.409945214314826E+03,  9.176944590366832E+02, -4.485768190882860E+03,  4.063030119457888E+00, -3.023789573828149E+00, -5.526653957130371E+00,
2460346.345138889, A.D. 2024-Feb-05 20:17:00.0000, -5.155435469152917E+03,  7.345494081170448E+02, -4.808095632244351E+03,  4.417746990451397E+00, -3.078983031843610E+00, -5.213987247022091E+00,
2460346.345833333, A.D. 2024-Feb-05 20:18:00.0000, -4.880174501368419E+03,  5.484650978727086E+02, -5.111030030352779E+03,  4.754507539543630E+00, -3.121733175702699E+00, -4.880438376629167E+00,
2460346.346527778, A.D. 2024-Feb-05 20:19:00.0000, -4.585280174708463E+03,  3.601931247508694E+02, -5.393359043416369E+03,  5.071974905542773E+00, -3.151881778144545E+00, -4.527373315250461E+00,
2460346.347222222, A.D. 2024-Feb-05 20:20:00.0000, -4.271948144538391E+03,  1.704930457276228E+02, -5.653954550458575E+03,  5.368893662663770E+00, -3.169321773444517E+00, -4.156232544778737E+00,
2460346.347916667, A.D. 2024-Feb-05 20:21:00.0000, -3.941446838628167E+03, -1.987069278140370E+01, -5.891776931663685E+03,  5.644094214842706E+00, -3.173997279091636E+00, -3.768524682987164E+00,
2460346.348611111, A.D. 2024-Feb-05 20:22:00.0000, -3.595112187773741E+03, -2.101318210087711E+02, -6.105878962061636E+03,  5.896496740673706E+00, -3.165903407370073E+00, -3.365819970612749E+00,
2460346.349305556, A.D. 2024-Feb-05 20:23:00.0000, -3.234342132946330E+03, -3.995252947523086E+02, -6.295409311643318E+03,  6.125114696824165E+00, -3.145085880912797E+00, -2.949743664088254E+00,
2460346.350000000, A.D. 2024-Feb-05 20:24:00.0000, -2.860590935051391E+03, -5.872903158115632E+02, -6.459615647358260E+03,  6.329057892395226E+00, -3.111640466864552E+00, -2.521969371144396E+00,
2460346.350694444, A.D. 2024-Feb-05 20:25:00.0000, -2.475363312523480E+03, -7.726733135102170E+02, -6.597847334514237E+03,  6.507535150365342E+00, -3.065712244357992E+00, -2.084212361349093E+00,
2460346.351388889, A.D. 2024-Feb-05 20:26:00.0000, -2.080208430939447E+03, -9.549308777365952E+02, -6.709557736848323E+03,  6.659856574905151E+00, -3.007494719593848E+00, -1.638222878171617E+00,
2460346.352083333, A.D. 2024-Feb-05 20:27:00.0000, -1.676713767664938E+03, -1.133332634761969E+03, -6.794306115959080E+03,  6.785435444937283E+00, -2.937228801960343E+00, -1.185779473571295E+00,
2460346.352777778, A.D. 2024-Feb-05 20:28:00.0000, -1.266498873320763E+03, -1.307164057859769E+03, -6.851759131879537E+03,  6.883789754828469E+00, -2.855201653384718E+00, -7.286823806235170E-01,
2460346.353472222, A.D. 2024-Feb-05 20:29:00.0000, -8.512090506277715E+02, -1.475729205429655E+03, -6.881691947344086E+03,  6.954543422576295E+00, -2.761745421543625E+00, -2.687469345133050E-01,
2460346.354166667, A.D. 2024-Feb-05 20:30:00.0000, -4.325089700228294E+02, -1.638353379909476E+03, -6.883988938782287E+03,  6.997427184355703E+00, -2.657235865748652E+00,  1.922029524591042E-01,
2460346.354861111, A.D. 2024-Feb-05 20:31:00.0000, -1.207624038524076E+01, -1.794385701226014E+03, -6.858644017294250E+03,  7.012279191923816E+00, -2.542090882348832E+00,  6.523412602395873E-01,
2460346.355555556, A.D. 2024-Feb-05 20:32:00.0000,  4.084050476525246E+02, -1.943201588874677E+03, -6.805760562871859E+03,  6.999045326276615E+00, -2.416768934452940E+00,  1.109846276314659E+00,
2460346.356250000, A.D. 2024-Feb-05 20:33:00.0000,  8.272507891009744E+02, -2.084205146973367E+03, -6.725550974967460E+03,  6.957779237264896E+00, -2.281767388722853E+00,  1.562906960881949E+00,
2460346.356944445, A.D. 2024-Feb-05 20:34:00.0000,  1.242783326307836E+03, -2.216831446688472E+03, -6.618335842263780E+03,  6.888642114785111E+00, -2.137620760110574E+00,  2.009729266960274E+00,
2460346.357638889, A.D. 2024-Feb-05 20:35:00.0000,  1.653337888927611E+03, -2.340548700497838E+03, -6.484542734178278E+03,  6.791902192858434E+00, -1.984898863629998E+00,  2.448542420949105E+00,
2460346.358333333, A.D. 2024-Feb-05 20:36:00.0000,  2.057268995974494E+03, -2.454860322616790E+03, -6.324704616350104E+03,  6.667933983583338E+00, -1.824204870822169E+00,  2.877605168221582E+00,
2460346.359027778, A.D. 2024-Feb-05 20:37:00.0000,  2.452956803493110E+03, -2.559306869754279E+03, -6.139457892148775E+03,  6.517217233812717E+00, -1.656173267439496E+00,  3.295211986562757E+00,
2460346.359722222, A.D. 2024-Feb-05 20:38:00.0000,  2.838813380864342E+03, -2.653467856145321E+03, -5.929540072157995E+03,  6.340335593631981E+00, -1.481467708128529E+00,  3.699699267544956E+00,
2460346.360416667, A.D. 2024-Feb-05 20:39:00.0000,  3.213288898002208E+03, -2.736963436542520E+03, -5.695787073700410E+03,  6.137974982498843E+00, -1.300778763589748E+00,  4.089451462344734E+00,
2460346.361111111, A.D. 2024-Feb-05 20:40:00.0000,  3.574877704788732E+03, -2.809455950589064E+03, -5.439130152808902E+03,  5.910921636397046E+00, -1.114821555840579E+00,  4.462907184252240E+00,
2460346.361805555, A.D. 2024-Feb-05 20:41:00.0000,  3.922124283055912E+03, -2.870651321755519E+03, -5.160592471658480E+03,  5.660059817692953E+00, -9.243332778215272E-01,  4.818565255339880E+00,
2460346.362500000, A.D. 2024-Feb-05 20:42:00.0000,  4.253629050312908E+03, -2.920300303832732E+03, -4.861285305376580E+03,  5.386369168672098E+00, -7.300705946577692E-01,  5.154990679631766E+00,
2460346.363194444, A.D. 2024-Feb-05 20:43:00.0000,  4.568053993295212E+03, -2.958199567859104E+03, -4.542403893360986E+03,  5.090921690042920E+00, -5.328069253907672E-01,  5.470820519853584E+00,
2460346.363888889, A.D. 2024-Feb-05 20:44:00.0000,  4.864128108338213E+03, -2.984192622347770E+03, -4.205222941758248E+03,  4.774878327065004E+00, -3.333296058902557E-01,  5.764769649648838E+00,
2460346.364583333, A.D. 2024-Feb-05 20:45:00.0000,  5.140652624615899E+03, -2.998170559788260E+03, -3.851091785579948E+03,  4.439485148387415E+00, -1.324369358869038E-01,  6.035636348234015E+00,
2460346.365277778, A.D. 2024-Feb-05 20:46:00.0000,  5.396505985497677E+03, -3.000072622647313E+03, -3.481429221037365E+03,  4.086069106129643E+00,  6.906488443642322E-02,  6.282307700035038E+00,
2460346.365972222, A.D. 2024-Feb-05 20:47:00.0000,  5.630648562719557E+03, -2.989886582497657E+03, -3.097718021024798E+03,  3.716033370129229E+00,  2.703649201710094E-01,  6.503764758089082E+00,
2460346.366666667, A.D. 2024-Feb-05 20:48:00.0000,  5.842127077796124E+03, -2.967648926470718E+03, -2.701499149230800E+03,  3.330852234503565E+00,  4.706507588171531E-01,  6.699087427081336E+00,
2460346.367361111, A.D. 2024-Feb-05 20:49:00.0000,  6.030078705159985E+03, -2.933444845963108E+03, -2.294365691052978E+03,  2.932065600588575E+00,  6.691118451245659E-01,  6.867459019957835E+00,
2460346.368055556, A.D. 2024-Feb-05 20:50:00.0000,  6.193734831944341E+03, -2.887408023425178E+03, -1.877956522273138E+03,  2.521273046754609E+00,  8.649428772288961E-01,  7.008170441225712E+00,
2460346.368750000, A.D. 2024-Feb-05 20:51:00.0000,  6.332424450147118E+03, -2.829720214114871E+03, -1.453949739247270E+03,  2.100127502370048E+00,  1.057347245149215E+00,  7.120623950398190E+00,
2460346.369444444, A.D. 2024-Feb-05 20:52:00.0000,  6.445577158146898E+03, -2.760610620899204E+03, -1.024055877109339E+03,  1.670328550081401E+00,  1.245540490454836E+00,  7.204336460599690E+00,
2460346.370138889, A.D. 2024-Feb-05 20:53:00.0000,  6.532725750183015E+03, -2.680355061509998E+03, -5.900109451051809E+02,  1.233615387392108E+00,  1.428753764004801E+00,  7.258942330115016E+00,
2460346.370833333, A.D. 2024-Feb-05 20:54:00.0000,  6.593508374454870E+03, -2.589274929087364E+03, -1.535693105928859E+02,  7.917594850372780E-01,  1.606237257180265E+00,  7.284195608600095E+00,
2460346.371527778, A.D. 2024-Feb-05 20:55:00.0000,  6.627670242914611E+03, -2.487735948347260E+03,  2.835035345996780E+02,  3.465569856618075E-01,  1.777263581026737E+00,  7.279971704687419E+00,
2460346.372222222, A.D. 2024-Feb-05 20:56:00.0000,  6.635064878588424E+03, -2.376146731257955E+03,  7.194382899418597E+02, -1.001791083779861E-01,  1.941131067242232E+00,  7.246268447694577E+00,
2460346.372916667, A.D. 2024-Feb-05 20:57:00.0000,  6.615654889389130E+03, -2.254957137731034E+03,  1.152469206960081E+03, -5.466268986118872E-01,  2.097166960021204E+00,  7.183206508822012E+00,
2460346.373611111, A.D. 2024-Feb-05 20:58:00.0000,  6.569512261125154E+03, -2.124656448713904E+03,  1.580841456076138E+03, -9.909636657613482E-01,  2.244730487878116E+00,  7.091029217326689E+00,
2460346.374305556, A.D. 2024-Feb-05 20:59:00.0000,  6.496818163115858E+03, -1.985771358364186E+03,  2.002818465949229E+03, -1.431373999145356E+00,  2.383215789690654E+00,  6.970101735412865E+00,
2460346.375000000, A.D. 2024-Feb-05 21:00:00.0000,  6.397862268436622E+03, -1.838863797517346E+03,  2.416689189417866E+03, -1.866057868489739E+00,  2.512054633673353E+00,  6.820909515648936E+00,
2460346.375694444, A.D. 2024-Feb-05 21:01:00.0000,  6.273041590506044E+03, -1.684528598634013E+03,  2.820775261516621E+03, -2.293238647915633E+00,  2.630718964496883E+00,  6.644056199734133E+00,
2460346.376388889, A.D. 2024-Feb-05 21:02:00.0000,  6.122858842277986E+03, -1.523391014462207E+03,  3.213438012201545E+03, -2.711170995485736E+00,  2.738723229502777E+00,  6.440260882941250E+00,
2460346.377083333, A.D. 2024-Feb-05 21:03:00.0000,  5.947920328048768E+03, -1.356104103860444E+03,  3.593085297315181E+03, -3.118148539900033E+00,  2.835626475522928E+00,  6.210354791195886E+00,
2460346.377777778, A.D. 2024-Feb-05 21:04:00.0000,  5.748933381013469E+03, -1.183345998914737E+03,  3.958178113442013E+03, -3.512511321904957E+00,  2.921034204501342E+00,  5.955277402979727E+00,
2460346.378472222, A.D. 2024-Feb-05 21:05:00.0000,  5.526703362728703E+03, -1.005817068098594E+03,  4.307236964406117E+03, -3.892652942588694E+00,  2.994599979395422E+00,  5.676072053933141E+00,
2460346.379166667, A.D. 2024-Feb-05 21:06:00.0000,  5.282130243361754E+03, -8.242369906414053E+02,  4.638847949579615E+03, -4.257027376161497E+00,  3.056026775164445E+00,  5.373881066710190E+00,
2460346.379861111, A.D. 2024-Feb-05 21:07:00.0000,  5.016204783982881E+03, -6.393417574876407E+02,  4.951668546837615E+03, -4.604155410879839E+00,  3.105068072933464E+00,  5.049940452196712E+00,
2460346.380555556, A.D. 2024-Feb-05 21:08:00.0000,  4.730004344156962E+03, -4.518806142523213E+02,  5.244433065843104E+03, -4.932630688265036E+00,  3.141528698554562E+00,  4.705574230566842E+00,
2460346.381250000, A.D. 2024-Feb-05 21:09:00.0000,  4.424688339690668E+03, -2.626129614186498E+02,  5.515957750301888E+03, -5.241125317477376E+00,  3.165265409684419E+00,  4.342188421796212E+00,
2460346.381944444, A.D. 2024-Feb-05 21:10:00.0000,  4.101493376586944E+03, -7.230522669793709E+01,  5.765145510817733E+03, -5.528395048414835E+00,  3.176187238075082E+00,  3.961264755185950E+00,
2460346.382638889, A.D. 2024-Feb-05 21:11:00.0000,  3.761728088053344E+03,  1.182722759981275E+02,  5.990990272931615E+03, -5.793283993597747E+00,  3.174255595967580E+00,  3.564354146237062E+00,
2460346.383333333, A.D. 2024-Feb-05 21:12:00.0000,  3.406767701825765E+03,  3.083484871134694E+02,  6.192580927778016E+03, -6.034728894972408E+00,  3.159484157230223E+00,  3.153069986947924E+00,
2460346.384027778, A.D. 2024-Feb-05 21:13:00.0000,  3.038048365134528E+03,  4.971547283543032E+02,  6.369104875475708E+03, -6.251762937232900E+00,  3.131938525161303E+00,  2.729081292424112E+00,
2460346.384722222, A.D. 2024-Feb-05 21:14:00.0000,  2.657061254394476E+03,  6.839278035150412E+02,  6.519851153840969E+03, -6.443519113965384E+00,  3.091735699660343E+00,  2.294105742751894E+00,
2460346.385416667, A.D. 2024-Feb-05 21:15:00.0000,  2.265346496199508E+03,  8.679130615693894E+02,  6.644213147224527E+03, -6.609233156732791E+00,  3.039043356765348E+00,  1.849902654591144E+00,
2460346.386111111, A.D. 2024-Feb-05 21:16:00.0000,  1.864486925496109E+03,  1.048367411154888E+03,  6.741690872204643E+03, -6.748246040054175E+00,  2.974078953375623E+00,  1.398265912092462E+00,
