

*******************************************************************************
Ephemeris / WWW_USER Sun Jan 11 21:45:37 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: OCO-2 (spacecraft) (-140059)    {source: OCO-2}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2024-Feb-02 00:00:00.0000 TDB
Stop  time      : A.D. 2024-Feb-09 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.260109.p260407
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-JAN-09. PREDICTS-> 2026-APR-06
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2460343.914583333, A.D. 2024-Feb-03 09:57:00.0000,  1.405066588096879E+03,  1.161356116423041E+03,  6.833726854008653E+03, -6.752330722607543E+00,  3.166805813819660E+00,  8.455056708014714E-01,
2460343.915277778, A.D. 2024-Feb-03 09:58:00.0000,  9.973639323356934E+02,  1.348878882359469E+03,  6.870600979286676E+03, -6.833179182575906E+00,  3.081851312532628E+00,  3.832225555013475E-01,
2460343.915972222, A.D. 2024-Feb-03 09:59:00.0000,  5.856364504043588E+02,  1.530929469987424E+03,  6.879683036612401E+03, -6.886448278694800E+00,  2.984461095962573E+00, -8.058571379330370E-02,
2460343.916666667, A.D. 2024-Feb-03 10:00:00.0000,  1.715457483262301E+02,  1.706773325226041E+03,  6.860937459723844E+03, -6.911928072729139E+00,  2.875029382253143E+00, -5.440543263277965E-01,
2460343.917361111, A.D. 2024-Feb-03 10:01:00.0000, -2.432372739299344E+02,  1.875700979473740E+03,  6.814440536422093E+03, -6.909518728297163E+00,  2.753997869281473E+00, -1.005320727603342E+00,
2460343.918055556, A.D. 2024-Feb-03 10:02:00.0000, -6.570390366479869E+02,  2.037030847295019E+03,  6.740380063989566E+03, -6.879230740831261E+00,  2.621854018665415E+00, -1.462531577290063E+00,
2460343.918750000, A.D. 2024-Feb-03 10:03:00.0000, -1.068189898351914E+03,  2.190111917218825E+03,  6.639054588799810E+03, -6.821184836800481E+00,  2.479129208571291E+00, -1.913849656420525E+00,
2460343.919444445, A.D. 2024-Feb-03 10:04:00.0000, -1.475030757895884E+03,  2.334326327866309E+03,  6.510872233238461E+03, -6.735611545146211E+00,  2.326396757259057E+00, -2.357460721510082E+00,
2460343.920138889, A.D. 2024-Feb-03 10:05:00.0000, -1.875919621053639E+03,  2.469091821696310E+03,  6.356349113177461E+03, -6.622850440338003E+00,  2.164269817822642E+00, -2.791580302990215E+00,
2460343.920833333, A.D. 2024-Feb-03 10:06:00.0000, -2.269238111767042E+03,  2.593864068610965E+03,  6.176107349458642E+03, -6.483349053037523E+00,  1.993399143445675E+00, -3.214460443977737E+00,
2460343.921527778, A.D. 2024-Feb-03 10:07:00.0000, -2.653397908026470E+03,  2.708138851646340E+03,  5.970872677081440E+03, -6.317661441174576E+00,  1.814470721627511E+00, -3.624396373388297E+00,
2460343.922222222, A.D. 2024-Feb-03 10:08:00.0000, -3.026847081698116E+03,  2.811454106813505E+03,  5.741471656272451E+03, -6.126446411590534E+00,  1.628203275499692E+00, -4.019733104246345E+00,
2460343.922916667, A.D. 2024-Feb-03 10:09:00.0000, -3.388076321020205E+03,  2.903391809062111E+03,  5.488828490242142E+03, -5.910465380365100E+00,  1.435345630403315E+00, -4.398871944430545E+00,
2460343.923611111, A.D. 2024-Feb-03 10:10:00.0000, -3.735625013704932E+03,  2.983579696230440E+03,  5.213961455328216E+03, -5.670579858710908E+00,  1.236673944460455E+00, -4.760276902864018E+00,
2460343.924305555, A.D. 2024-Feb-03 10:11:00.0000, -4.068087167773569E+03,  3.051692822794926E+03,  4.917978950378404E+03, -5.407748550986957E+00,  1.032988802904785E+00, -5.102480969632982E+00,
2460343.925000000, A.D. 2024-Feb-03 10:12:00.0000, -4.384117146448884E+03,  3.107454935256746E+03,  4.602075173658846E+03, -5.123024052026781E+00,  8.251121774255519E-01, -5.424092243875221E+00,
2460343.925694444, A.D. 2024-Feb-03 10:13:00.0000, -4.682435192695510E+03,  3.150639661130556E+03,  4.267525437286884E+03, -4.817549132636541E+00,  6.138842536827578E-01, -5.723799878742355E+00,
2460343.926388889, A.D. 2024-Feb-03 10:14:00.0000, -4.961832718397120E+03,  3.181071503754888E+03,  3.915681131165434E+03, -4.492552604785576E+00,  4.001601324110977E-01, -6.000379808525818E+00,
2460343.927083333, A.D. 2024-Feb-03 10:15:00.0000, -5.221177332748382E+03,  3.198626635543618E+03,  3.547964350614497E+03, -4.149344761642816E+00,  1.848064120717399E-01, -6.252700219353559E+00,
2460343.927777778, A.D. 2024-Feb-03 10:16:00.0000, -5.459417584276183E+03,  3.203233482858191E+03,  3.165862204315043E+03, -3.789312392120255E+00, -3.130233625421264E-02, -6.479726721905990E+00,
2460343.928472222, A.D. 2024-Feb-03 10:17:00.0000, -5.675587391037404E+03,  3.194873096409249E+03,  2.770920821752357E+03, -3.413913374847880E+00, -2.472871882038525E-01, -6.680527182532737E+00,
2460343.929166667, A.D. 2024-Feb-03 10:18:00.0000, -5.868810134011573E+03,  3.173579301997160E+03,  2.364739082010555E+03, -3.024670862368386E+00, -4.622685633495003E-01, -6.854276168114367E+00,
2460343.929861111, A.D. 2024-Feb-03 10:19:00.0000, -6.038302389544876E+03,  3.139438627468809E+03,  1.948962088463837E+03, -2.623167072626411E+00, -6.753699812250908E-01, -7.000258960103474E+00,
2460343.930555556, A.D. 2024-Feb-03 10:20:00.0000, -6.183377277928913E+03,  3.092590002994423E+03,  1.525274416559230E+03, -2.211036711332740E+00, -8.857218545900660E-01, -7.117875094460255E+00,
2460343.931250000, A.D. 2024-Feb-03 10:21:00.0000, -6.303447406817048E+03,  3.033224233135782E+03,  1.095393164421113E+03, -1.789960055300797E+00, -1.092465296165422E+00, -7.206641386683010E+00,
2460343.931944444, A.D. 2024-Feb-03 10:22:00.0000, -6.398027390189423E+03,  2.961583240664544E+03,  6.610608383548727E+02, -1.361655733162206E+00, -1.294755913281064E+00, -7.266194404798489E+00,
2460343.932638889, A.D. 2024-Feb-03 10:23:00.0000, -6.466735925952530E+03,  2.877959083671104E+03,  2.240381074174978E+02, -9.278732457590522E-01, -1.491767563548903E+00, -7.296292357950401E+00,
2460343.933333333, A.D. 2024-Feb-03 10:24:00.0000, -6.509297417971162E+03,  2.782692749148106E+03, -2.139035370064854E+02, -4.903852737826353E-01, -1.682696043881899E+00, -7.296816373995716E+00,
2460343.934027778, A.D. 2024-Feb-03 10:25:00.0000, -6.525543131334368E+03,  2.676172727906675E+03, -6.509891792912267E+02, -5.097982470003572E-02, -1.866762684955478E+00, -7.267771146141109E+00,
2460343.934722222, A.D. 2024-Feb-03 10:26:00.0000, -6.515411872899749E+03,  2.558833377351791E+03, -1.085447897011310E+03,  3.885477254727892E-01, -2.043217823575483E+00, -7.209284935947177E+00,
2460343.935416667, A.D. 2024-Feb-03 10:27:00.0000, -6.478950192580764E+03,  2.431153080269607E+03, -1.515520158914778E+03,  8.264026375551238E-01, -2.211344126378012E+00, -7.121608927793528E+00,
2460343.936111111, A.D. 2024-Feb-03 10:28:00.0000, -6.416312104370277E+03,  2.293652209330108E+03, -1.939465164561208E+03,  1.260798802474798E+00, -2.370459739820876E+00, -7.005115937912336E+00,
2460343.936805556, A.D. 2024-Feb-03 10:29:00.0000, -6.327758329659799E+03,  2.146890908448500E+03, -2.355568087199175E+03,  1.689966663104639E+00, -2.519921243495467E+00, -6.860298489132688E+00,
2460343.937500000, A.D. 2024-Feb-03 10:30:00.0000, -6.213655068943124E+03,  1.991466703449035E+03, -2.762147182376320E+03,  2.112161006501240E+00, -2.659126386335308E+00, -6.687766270301616E+00,
2460343.938194444, A.D. 2024-Feb-03 10:31:00.0000, -6.074472311413403E+03,  1.828011955608571E+03, -3.157560726149773E+03,  2.525668570738369E+00, -2.787516588249964E+00, -6.488243006736796E+00,
2460343.938888889, A.D. 2024-Feb-03 10:32:00.0000, -5.910781695205124E+03,  1.657191172602614E+03, -3.540213748562023E+03,  2.928815413995729E+00, -2.904579192984335E+00, -6.262562774812525E+00,
2460343.939583333, A.D. 2024-Feb-03 10:33:00.0000, -5.723253934032868E+03,  1.479698192118301E+03, -3.908564530224563E+03,  3.319973998039853E+00, -3.009849461498225E+00, -6.011665799697704E+00,
2460343.940277778, A.D. 2024-Feb-03 10:34:00.0000, -5.512655828682387E+03,  1.296253253926495E+03, -4.261130832350082E+03,  3.697569943572612E+00, -3.102912298775204E+00, -5.736593780196158E+00,
2460343.940972222, A.D. 2024-Feb-03 10:35:00.0000, -5.279846884169684E+03,  1.107599976515430E+03, -4.596495833333425E+03,  4.060088420957203E+00, -3.183403710598355E+00, -5.438484788461503E+00,
2460343.941666667, A.D. 2024-Feb-03 10:36:00.0000, -5.025775555365336E+03,  9.145022544840376E+02, -4.913313747930513E+03,  4.406080146370007E+00, -3.251011990367911E+00, -5.118567794986629E+00,
2460343.942361111, A.D. 2024-Feb-03 10:37:00.0000, -4.751475145460651E+03,  7.177410927824262E+02, -5.210315108151030E+03,  4.734166960265426E+00, -3.305478639380994E+00, -4.778156870656083E+00,
2460343.943055556, A.D. 2024-Feb-03 10:38:00.0000, -4.458059382819994E+03,  5.181113935859382E+02, -5.486311688088886E+03,  5.043046971966342E+00, -3.346599027053825E+00, -4.418645117797617E+00,
2460343.943750000, A.D. 2024-Feb-03 10:39:00.0000, -4.146717702518972E+03,  3.164187111159245E+02, -5.740201057993880E+03,  5.331499260997018E+00, -3.374222800260006E+00, -4.041498381112310E+00,
2460343.944444444, A.D. 2024-Feb-03 10:40:00.0000, -3.818710259228497E+03,  1.134759891005983E+02, -5.970970755866529E+03,  5.598388132251268E+00, -3.388254053216063E+00, -3.648248787182554E+00,
2460343.945138889, A.D. 2024-Feb-03 10:41:00.0000, -3.475362698093015E+03, -8.989970517020538E+01, -6.177702067674249E+03,  5.842666928050341E+00, -3.388651271114956E+00, -3.240488158065560E+00,
2460343.945833333, A.D. 2024-Feb-03 10:42:00.0000, -3.118060709906229E+03, -2.928904370704317E+02, -6.359573409884400E+03,  6.063381405422193E+00, -3.375427061954960E+00, -2.819861340425124E+00,
2460343.946527778, A.D. 2024-Feb-03 10:43:00.0000, -2.748244396252746E+03, -4.946806389036674E+02, -6.515863310343047E+03,  6.259672691387483E+00, -3.348647691717781E+00, -2.388059486907951E+00,
2460343.947222222, A.D. 2024-Feb-03 10:44:00.0000, -2.367402469413693E+03, -6.944603108800113E+02, -6.645952985562685E+03,  6.430779832554861E+00, -3.308432438219250E+00, -1.946813321226320E+00,
2460343.947916667, A.D. 2024-Feb-03 10:45:00.0000, -1.977066310785785E+03, -8.914281783791344E+02, -6.749328514193855E+03,  6.576041957834558E+00, -3.254952778608027E+00, -1.497886412873671E+00,
2460343.948611111, A.D. 2024-Feb-03 10:46:00.0000, -1.578803910398308E+03, -1.084794795943731E+03, -6.825582607835760E+03,  6.694900074534667E+00, -3.188431424660975E+00, -1.043068481784880E+00,
2460343.949305556, A.D. 2024-Feb-03 10:47:00.0000, -1.174213708893322E+03, -1.273785589253657E+03, -6.874415981390305E+03,  6.786898518506471E+00, -3.109141218772971E+00, -5.841687477713653E-01,
2460343.950000000, A.D. 2024-Feb-03 10:48:00.0000, -7.649183621230733E+02, -1.457643827052064E+03, -6.895638325897398E+03,  6.851686078389435E+00, -3.017403901930762E+00, -1.230093344154781E-01,
2460343.950694445, A.D. 2024-Feb-03 10:49:00.0000, -3.525584473730395E+02, -1.635633515611241E+03, -6.889168887233098E+03,  6.889016812442544E+00, -2.913588763076522E+00,  3.385812675131816E-01,
2460343.951388889, A.D. 2024-Feb-03 10:50:00.0000,  6.121387081194650E+01, -1.807042208826558E+03, -6.855036654241621E+03,  6.898750574041381E+00, -2.798111177192451E+00,  7.987746759930746E-01,
2460343.952083333, A.D. 2024-Feb-03 10:51:00.0000,  4.747411980575606E+02, -1.971183727388885E+03, -6.793380159856346E+03,  6.880853258800494E+00, -2.671431037278633E+00,  1.255749034984684E+00,
2460343.952777778, A.D. 2024-Feb-03 10:52:00.0000,  8.863672744522652E+02, -2.127400780765660E+03, -6.704446898580717E+03,  6.835396782605687E+00, -2.534051083205825E+00,  1.707695377171492E+00,
2460343.953472222, A.D. 2024-Feb-03 10:53:00.0000,  1.294443329571204E+03, -2.275067485770674E+03, -6.588592363445890E+03,  6.762558795787077E+00, -2.386515128406678E+00,  2.152823937384313E+00,
2460343.954166667, A.D. 2024-Feb-03 10:54:00.0000,  1.697334412483076E+03, -2.413591775585142E+03, -6.446278705231566E+03,  6.662622134419503E+00, -2.229406183433452E+00,  2.589370422213475E+00,
2460343.954861111, A.D. 2024-Feb-03 10:55:00.0000,  2.093425680788151E+03, -2.542417692934229E+03, -6.278073016462043E+03,  6.535974005490726E+00, -2.063344473843271E+00,  3.015602240228278E+00,
2460343.955555555, A.D. 2024-Feb-03 10:56:00.0000,  2.481128632463357E+03, -2.661027560954732E+03, -6.084645242490536E+03,  6.383104898639516E+00, -1.888985348603509E+00,  3.429824695333661E+00,
2460343.956250000, A.D. 2024-Feb-03 10:57:00.0000,  2.858887263760013E+03, -2.768944025043453E+03, -5.866765721920724E+03,  6.204607213501235E+00, -1.707017074354497E+00,  3.830387142947599E+00,
2460343.956944444, A.D. 2024-Feb-03 10:58:00.0000,  3.225184135642211E+03, -2.865731958684016E+03, -5.625302358754087E+03,  6.001173588600493E+00, -1.518158510476476E+00,  4.215689104997068E+00,
2460343.957638889, A.D. 2024-Feb-03 10:59:00.0000,  3.578546330353553E+03, -2.951000225956120E+03, -5.361217429023274E+03,  5.773594915342460E+00, -1.323156659994458E+00,  4.584186335399124E+00,
2460343.958333333, A.D. 2024-Feb-03 11:00:00.0000,  3.917551278675815E+03, -3.024403293154915E+03, -5.075564025317185E+03,  5.522758019110428E+00, -1.122784091941416E+00,  4.934396822856221E+00,
2460343.959027778, A.D. 2024-Feb-03 11:01:00.0000,  4.240832437355962E+03, -3.085642681721692E+03, -4.769482143545360E+03,  5.249642988876666E+00, -9.178362318779247E-01,  5.264906712648611E+00,
2460343.959722222, A.D. 2024-Feb-03 11:02:00.0000,  4.547084795083884E+03, -3.134468254537784E+03, -4.444194417540062E+03,  4.955320137144048E+00, -7.091285188127019E-01,  5.574376123852258E+00,
2460343.960416667, A.D. 2024-Feb-03 11:03:00.0000,  4.835070184363538E+03, -3.170679327589010E+03, -4.101001508655626E+03,  4.640946573489565E+00, -4.974934287425556E-01,  5.861544833258169E+00,
2460343.961111111, A.D. 2024-Feb-03 11:04:00.0000,  5.103622375696903E+03, -3.194125599091516E+03, -3.741277159383144E+03,  4.307762377471849E+00, -2.837773673751394E-01,  6.125237792427892E+00,
2460343.961805556, A.D. 2024-Feb-03 11:05:00.0000,  5.351651929753474E+03, -3.204707888401462E+03, -3.366462922131732E+03,  3.957086360152164E+00, -6.883743724280578E-02,  6.364370439991401E+00,
2460343.962500000, A.D. 2024-Feb-03 11:06:00.0000,  5.578150782685010E+03, -3.202378677426801E+03, -2.978062576698882E+03,  3.590311407882671E+00,  1.464619127221662E-01,  6.577953767665581E+00,
2460343.963194444, A.D. 2024-Feb-03 11:07:00.0000,  5.782196539518384E+03, -3.187142447829243E+03, -2.577636252515540E+03,  3.208899407224958E+00,  3.612523440942077E-01,  6.765099095710669E+00,
2460343.963888889, A.D. 2024-Feb-03 11:08:00.0000,  5.962956450661170E+03, -3.159055808053646E+03, -2.166794274452530E+03,  2.814375755734644E+00,  5.746651782726238E-01,  6.925022511786164E+00,
2460343.964583333, A.D. 2024-Feb-03 11:09:00.0000,  6.119691047022017E+03, -3.118227405149081E+03, -1.747190753748692E+03,  2.408323469714026E+00,  7.858350212027063E-01,  7.057048926525813E+00,
2460343.965277778, A.D. 2024-Feb-03 11:10:00.0000,  6.251757410103798E+03, -3.064817617443543E+03, -1.320516948401715E+03,  1.992376906707870E+00,  9.939034437277077E-01,  7.160615699692134E+00,
2460343.965972222, A.D. 2024-Feb-03 11:11:00.0000,  6.358612054686161E+03, -2.999038025390528E+03, -8.884944200766477E+02,  1.568215127293032E+00,  1.198022695307505E+00,  7.235275792526968E+00,
2460343.966666667, A.D. 2024-Feb-03 11:12:00.0000,  6.439813403375165E+03, -2.921150659300211E+03, -4.528680171632103E+02,  1.137554927382828E+00,  1.397359426708560E+00,  7.280700404876272E+00,
2460343.967361111, A.D. 2024-Feb-03 11:13:00.0000,  6.495023834350069E+03, -2.831467024179261E+03, -1.539871598022637E+01,  7.021435786212364E-01,  1.591098395576059E+00,  7.296681059783289E+00,
2460343.968055556, A.D. 2024-Feb-03 11:14:00.0000,  6.524011286056467E+03, -2.730346903501613E+03,  4.221436457834795E+02,  2.637513202788017E-01,  1.778446127609066E+00,  7.283131103425847E+00,
2460343.968750000, A.D. 2024-Feb-03 11:15:00.0000,  6.526650405344998E+03, -2.618196945387491E+03,  8.579877075475217E+02, -1.758363488062472E-01,  1.958634505420106E+00,  7.240086594392096E+00,
2460343.969444444, A.D. 2024-Feb-03 11:16:00.0000,  6.502923228589269E+03, -2.495469036345646E+03,  1.290367959026985E+03, -6.148265254370596E-01,  2.130924257103325E+00,  7.167706563185416E+00,
2460343.970138889, A.D. 2024-Feb-03 11:17:00.0000,  6.452919388579249E+03, -2.362658469398103E+03,  1.717532109981759E+03, -1.051426848362333E+00,  2.294608317071599E+00,  7.066272630335489E+00,
2460343.970833333, A.D. 2024-Feb-03 11:18:00.0000,  6.376835843414311E+03, -2.220301915023651E+03,  2.137748417905470E+03, -1.483853477484524E+00,  2.449015032843894E+00,  6.936187979359869E+00,
2460343.971527778, A.D. 2024-Feb-03 11:19:00.0000,  6.274976127143392E+03, -2.068975204889908E+03,  2.549312935033356E+03, -1.910339046831694E+00,  2.593511193142978E+00,  6.777975688845740E+00,
2460343.972222222, A.D. 2024-Feb-03 11:20:00.0000,  6.147749125447543E+03, -1.909290939762894E+03,  2.950556636530686E+03, -2.329140532418312E+00,  2.727504854853052E+00,  6.592276435876222E+00,
2460343.972916667, A.D. 2024-Feb-03 11:21:00.0000,  5.995667383158195E+03, -1.741895934257792E+03,  3.339852392676537E+03, -2.738546977591896E+00,  2.850447949023745E+00,  6.379845590681982E+00,
2460343.973611111, A.D. 2024-Feb-03 11:22:00.0000,  5.819344953782501E+03, -1.567468512200585E+03,  3.715621749257452E+03, -3.136887021088664E+00,  2.961838649112391E+00,  6.141549729540544E+00,
2460343.974305556, A.D. 2024-Feb-03 11:23:00.0000,  5.619494804397049E+03, -1.386715667287151E+03,  4.076341482196329E+03, -3.522536176713769E+00,  3.061223487940261E+00,  5.878362599373194E+00,
2460343.975000000, A.D. 2024-Feb-03 11:24:00.0000,  5.396925792212444E+03, -1.200370104440801E+03,  4.420549894614919E+03, -3.893923818194259E+00,  3.148199213300098E+00,  5.591360573028314E+00,
2460343.975694444, A.D. 2024-Feb-03 11:25:00.0000,  5.152539231751289E+03, -1.009187177772395E+03,  4.746852827006961E+03, -4.249539828170650E+00,  3.222414375687318E+00,  5.281717638748948E+00,
2460343.976388889, A.D. 2024-Feb-03 11:26:00.0000,  4.887325073877766E+03, -8.139417413380766E+02,  5.053929353917485E+03, -4.587940876313574E+00,  3.283570645128714E+00,  4.950699970694162E+00,
2460343.977083333, A.D. 2024-Feb-03 11:27:00.0000,  4.602357719838157E+03, -6.154249289731249E+02,  5.340537143412105E+03, -4.907756297975697E+00,  3.331423857446371E+00,  4.599660129553901E+00,
2460343.977777778, A.D. 2024-Feb-03 11:28:00.0000,  4.298791494998874E+03, -4.144408793672064E+02,  5.605517458604219E+03, -5.207693551403618E+00,  3.365784793422330E+00,  4.230030943242738E+00,
2460343.978472222, A.D. 2024-Feb-03 11:29:00.0000,  3.977855808096825E+03, -2.118034222532651E+02,  5.847799783515194E+03, -5.486543238125260E+00,  3.386519697133585E+00,  3.843319117399687E+00,
2460343.979166667, A.D. 2024-Feb-03 11:30:00.0000,  3.640850022553531E+03, -8.332741131600869E+00,  6.066406058500575E+03, -5.743183677483127E+00,  3.393550542131418E+00,  3.441098624023898E+00,
2460343.979861111, A.D. 2024-Feb-03 11:31:00.0000,  3.289138066768510E+03,  1.951479726328921E+02,  6.260454513319029E+03, -5.976585032205953E+00,  3.386855056084855E+00,  3.025003914141789E+00,
2460343.980555556, A.D. 2024-Feb-03 11:32:00.0000,  2.924142810331420E+03,  3.978158601883351E+02,  6.429163088590380E+03, -6.185812987219782E+00,  3.366466515953559E+00,  2.596722997071211E+00,
2460343.981250000, A.D. 2024-Feb-03 11:33:00.0000,  2.547340232817151E+03,  5.988517166548900E+02,  6.571852438835395E+03, -6.370031988443299E+00,  3.332473326678441E+00,  2.157990424791962E+00,
2460343.981944445, A.D. 2024-Feb-03 11:34:00.0000,  2.160253411303394E+03,  7.974432810706421E+02,  6.687948512474781E+03, -6.528508051969917E+00,  3.285018396777159E+00,  1.710580215343765E+00,
2460343.982638889, A.D. 2024-Feb-03 11:35:00.0000,  1.764446352033008E+03,  9.927884830374076E+02,  6.776984706060951E+03, -6.660611156726594E+00,  3.224298324124538E+00,  1.256298744263903E+00,
2460343.983333333, A.D. 2024-Feb-03 11:36:00.0000,  1.361517690793385E+03,  1.184098635066784E+03,  6.838603591611692E+03, -6.765817235372074E+00,  3.150562404622006E+00,  7.969776280649798E-01,
2460343.984027778, A.D. 2024-Feb-03 11:37:00.0000,  9.530942856642935E+02,  1.370601560366288E+03,  6.872558217208522E+03, -6.843709778851288E+00,  3.064111475471222E+00,  3.344666188581324E-01,
2460343.984722222, A.D. 2024-Feb-03 11:38:00.0000,  5.408247248550521E+02,  1.551544646474153E+03,  6.878712982029067E+03, -6.893981069694862E+00,  2.965296603435809E+00, -1.293734753422250E-01,
2460343.985416667, A.D. 2024-Feb-03 11:39:00.0000,  1.263727714685731E+02,  1.726197815731452E+03,  6.857044087726410E+03, -6.916433057919894E+00,  2.854517626884571E+00, -5.926778341467455E-01,
2460343.986111111, A.D. 2024-Feb-03 11:40:00.0000, -2.885892337527720E+02,  1.893856404057570E+03,  6.807639568586531E+03, -6.910977891362504E+00,  2.732221558653036E+00, -1.053584625028831E+00,
2460343.986805555, A.D. 2024-Feb-03 11:41:00.0000, -7.023869912894767E+02,  2.053843939865415E+03,  6.730698903232743E+03, -6.877638109597348E+00,  2.598900854935316E+00, -1.510241955691199E+00,
2460343.987500000, A.D. 2024-Feb-03 11:42:00.0000, -1.113350863355757E+03,  2.205514815206297E+03,  6.626532210859169E+03, -6.816546507445909E+00,  2.455091553629402E+00, -1.960814775578693E+00,
2460343.988194444, A.D. 2024-Feb-03 11:43:00.0000, -1.519822476363791E+03,  2.348256841389422E+03,  6.495559035121997E+03, -6.727945670633664E+00,  2.301371283899219E+00, -2.403491724182763E+00,
2460343.988888889, A.D. 2024-Feb-03 11:44:00.0000, -1.920161285749735E+03,  2.481493681398095E+03,  6.338306718932557E+03, -6.612187182605893E+00,  2.138357147255729E+00, -2.836491923460327E+00,
2460343.989583333, A.D. 2024-Feb-03 11:45:00.0000, -2.312751083247568E+03,  2.604687151348478E+03,  6.155408373635188E+03, -6.469730498122948E+00,  1.966703469385327E+00, -3.258071710152736E+00,
2460343.990277778, A.D. 2024-Feb-03 11:46:00.0000, -2.696006426553270E+03,  2.717339383237572E+03,  5.947600446287939E+03, -6.301141476103120E+00,  1.787099421113291E+00, -3.666531301750950E+00,
2460343.990972222, A.D. 2024-Feb-03 11:47:00.0000, -3.068378970597912E+03,  2.818994841048911E+03,  5.715719889282206E+03, -6.107090561604758E+00,  1.600266506625921E+00, -4.060221386561360E+00,
2460343.991666667, A.D. 2024-Feb-03 11:48:00.0000, -3.428363679064609E+03,  2.909242182200624E+03,  5.460700937182838E+03, -5.888350604876000E+00,  1.406955917171853E+00, -4.437549624673379E+00,
2460343.992361111, A.D. 2024-Feb-03 11:49:00.0000, -3.774504893983964E+03,  2.987715956215116E+03,  5.183571496594769E+03, -5.645794304265207E+00,  1.207945749083629E+00, -4.796987042347877E+00,
2460343.993055556, A.D. 2024-Feb-03 11:50:00.0000, -4.105402240431589E+03,  3.054098132446962E+03,  4.885449156046173E+03, -5.380391259557469E+00,  1.004038086044845E+00, -5.137074297797289E+00,
2460343.993750000, A.D. 2024-Feb-03 11:51:00.0000, -4.419716342552415E+03,  3.108119448741455E+03,  4.567536824342250E+03, -5.093204623059565E+00,  7.960559470654325E-01, -5.456427791687199E+00,
2460343.994444444, A.D. 2024-Feb-03 11:52:00.0000, -4.716174326414124E+03,  3.149560573037730E+03,  4.231118007586922E+03, -4.785387337528993E+00,  5.848401035722288E-01, -5.753745591176649E+00,
2460343.995138889, A.D. 2024-Feb-03 11:53:00.0000, -4.993575084607981E+03,  3.178253070200782E+03,  3.877551737076326E+03, -4.458177952822070E+00,  3.712457713145150E-01, -6.027813132148384E+00,
2460343.995833333, A.D. 2024-Feb-03 11:54:00.0000, -5.250794277129416E+03,  3.194080166784599E+03,  3.508267162510747E+03, -4.112896016870829E+00,  1.561391853473717E-01, -6.277508660668381E+00,
2460343.996527778, A.D. 2024-Feb-03 11:55:00.0000, -5.486789042937375E+03,  3.196977307007560E+03,  3.124757827410699E+03, -3.750937041199432E+00, -5.960593089822597E-02, -6.501808371845590E+00,
2460343.997222222, A.D. 2024-Feb-03 11:56:00.0000, -5.700602396760492E+03,  3.186932493969374E+03,  2.728575646208429E+03, -3.373767046531480E+00, -2.751119886188538E-01, -6.699791202302960E+00,
2460343.997916667, A.D. 2024-Feb-03 11:57:00.0000, -5.891367286228155E+03,  3.163986411058025E+03,  2.321324605157679E+03, -2.982916699963172E+00, -4.895012320628727E-01, -6.870643231552846E+00,
2460343.998611111, A.D. 2024-Feb-03 11:58:00.0000, -6.058310285286548E+03,  3.128232319580775E+03,  1.904654211896309E+03, -2.579975061500196E+00, -7.018994930327080E-01, -7.013661647789246E+00,
2460343.999305556, A.D. 2024-Feb-03 11:59:00.0000, -6.200754901129637E+03,  3.079815729894734E+03,  1.480252721138454E+03, -2.166582964278498E+00, -9.114399796564687E-01, -7.128258235021534E+00,
2460344.000000000, A.D. 2024-Feb-03 12:00:00.0000, -6.318124473540359E+03,  3.018933844692965E+03,  1.049840166489885E+03, -1.744426059295181E+00, -1.117267075475280E+00, -7.213962341091669E+00,
2460344.000694444, A.D. 2024-Feb-03 12:01:00.0000, -6.409944647586989E+03,  2.945834774599450E+03,  6.151612307037973E+02, -1.315227561753007E+00, -1.318540123152826E+00, -7.270423289906845E+00,
2460344.001388889, A.D. 2024-Feb-03 12:02:00.0000, -6.475845403036176E+03,  2.860816527813223E+03,  1.779779887524587E+02, -8.807407419561062E-01, -1.514437165852838E+00, -7.297412206108386E+00,
2460344.002083333, A.D. 2024-Feb-03 12:03:00.0000, -6.515562626591217E+03,  2.764225777188360E+03, -2.599374401782032E+02, -4.427412088882320E-01, -1.704158618603811E+00, -7.294823226270063E+00,
2460344.002777778, A.D. 2024-Feb-03 12:04:00.0000, -6.528939216099081E+03,  2.656456409807925E+03, -6.968102943125227E+02, -3.019038980505135E-03, -1.886930841816922E+00, -7.262674077424164E+00,
